,Year,State_Name,Name,Start_Date,End_Date,Party
330,2064,Gujarat,Shri Balwantray Mehta,2063-09-19,2065-09-19,
331,2065,Gujarat,Shri Balwantray Mehta,2063-09-19,2065-09-19,
332,2065,Gujarat,Shri Hitendra K. Desai,2065-09-19,2067-02-28,INC
333,2066,Gujarat,Shri Hitendra K. Desai,2065-09-19,2067-02-28,INC
334,2067,Gujarat,Shri Hitendra K. Desai,2065-09-19,2067-02-28,INC
335,1971,Gujarat,President's Rule,1971-05-13,1972-03-17,
336,1972,Gujarat,President's Rule,1971-05-13,1972-03-17,
337,1972,Gujarat,Shri Ghanshyambhai C. Oza,1972-03-17,1973-07-17,INC
338,1973,Gujarat,Shri Ghanshyambhai C. Oza,1972-03-17,1973-07-17,INC
339,1973,Gujarat,Shri Chimanbhai J. Patel,1973-07-17,1974-09-02,INC
340,1974,Gujarat,Shri Chimanbhai J. Patel,1973-07-17,1974-09-02,INC
341,1974,Gujarat,President's Rule,1974-09-02,1975-06-18,
342,1975,Gujarat,President's Rule,1974-09-02,1975-06-18,
343,1975,Gujarat,Shri Babubhai J. Patel,1975-06-18,1976-12-03,NCO
344,1976,Gujarat,Shri Babubhai J. Patel,1975-06-18,1976-12-03,NCO
345,1976,Gujarat,President's Rule,1976-12-03,1976-12-24,
346,1976,Gujarat,Shri Madhavsinh F. Solanki,1976-12-24,1977-11-04,INC
347,1977,Gujarat,Shri Madhavsinh F. Solanki,1976-12-24,1977-11-04,INC
348,1977,Gujarat,Shri Babubhai J. Patel,1977-11-04,1980-02-17,NCO
349,1978,Gujarat,Shri Babubhai J. Patel,1977-11-04,1980-02-17,NCO
350,1979,Gujarat,Shri Babubhai J. Patel,1977-11-04,1980-02-17,NCO
351,1980,Gujarat,Shri Babubhai J. Patel,1977-11-04,1980-02-17,NCO
352,1980,Gujarat,President's Rule,1980-02-17,1980-06-06,
353,1980,Gujarat,Shri Madhavsinh F. Solanki,1980-07-06,1985-08-03,INC(I)
354,1981,Gujarat,Shri Madhavsinh F. Solanki,1980-07-06,1985-08-03,INC(I)
355,1982,Gujarat,Shri Madhavsinh F. Solanki,1980-07-06,1985-08-03,INC(I)
356,1983,Gujarat,Shri Madhavsinh F. Solanki,1980-07-06,1985-08-03,INC(I)
357,1984,Gujarat,Shri Madhavsinh F. Solanki,1980-07-06,1985-08-03,INC(I)
358,1985,Gujarat,Shri Madhavsinh F. Solanki,1980-07-06,1985-08-03,INC(I)
359,1985,Gujarat,Shri Madhavsinh F. Solanki,1985-09-03,1985-06-07,INC
360,1985,Gujarat,Shri Amarsinh Chaudhary,1985-06-07,1989-09-12,INC
361,1986,Gujarat,Shri Amarsinh Chaudhary,1985-06-07,1989-09-12,INC
362,1987,Gujarat,Shri Amarsinh Chaudhary,1985-06-07,1989-09-12,INC
363,1988,Gujarat,Shri Amarsinh Chaudhary,1985-06-07,1989-09-12,INC
364,1989,Gujarat,Shri Amarsinh Chaudhary,1985-06-07,1989-09-12,INC
365,1989,Gujarat,Shri Madhavsinh F. Solanki,1989-10-12,1990-03-03,INC
366,1990,Gujarat,Shri Madhavsinh F. Solanki,1989-10-12,1990-03-03,INC
367,1990,Gujarat,Shri Chimanbhai Patel,1990-03-03,1994-02-17,JD
368,1991,Gujarat,Shri Chimanbhai Patel,1990-03-03,1994-02-17,JD
369,1992,Gujarat,Shri Chimanbhai Patel,1990-03-03,1994-02-17,JD
370,1993,Gujarat,Shri Chimanbhai Patel,1990-03-03,1994-02-17,JD
371,1994,Gujarat,Shri Chimanbhai Patel,1990-03-03,1994-02-17,JD
372,1994,Gujarat,Shri Chhabildas Mehta,1994-02-17,1995-03-13,JD
373,1995,Gujarat,Shri Chhabildas Mehta,1994-02-17,1995-03-13,JD
374,1995,Gujarat,Shri Keshubhai Savdasbhai Patel,1995-03-14,1995-10-20,BJP
375,1995,Gujarat,Shri Sureshchandra Rupshanker Mehta,1995-10-21,1996-09-19,BJP
376,1996,Gujarat,Shri Sureshchandra Rupshanker Mehta,1995-10-21,1996-09-19,BJP
377,1996,Gujarat,President's Rule,1996-09-19,1996-10-23,
378,1996,Gujarat,Shri Shankersinhji Laxmansinhji Vaghela,1996-10-23,1997-10-27,RJP(G)
379,1997,Gujarat,Shri Shankersinhji Laxmansinhji Vaghela,1996-10-23,1997-10-27,RJP(G)
380,1997,Gujarat,Shri Dilipbhai Ramanbhai Parikh,1997-10-28,1998-04-03,BJP
381,1998,Gujarat,Shri Dilipbhai Ramanbhai Parikh,1997-10-28,1998-04-03,BJP
382,1998,Gujarat,Shri Keshubhai Savdasbhai Patel,1998-04-03,2001-06-10,BJP
383,1999,Gujarat,Shri Keshubhai Savdasbhai Patel,1998-04-03,2001-06-10,BJP
384,2000,Gujarat,Shri Keshubhai Savdasbhai Patel,1998-04-03,2001-06-10,BJP
385,2001,Gujarat,Shri Keshubhai Savdasbhai Patel,1998-04-03,2001-06-10,BJP
386,2001,Gujarat,Shri Narendra Modi,2001-07-10,2002-12-26,
387,2002,Gujarat,Shri Narendra Modi,2001-07-10,2002-12-26,
388,2002,Gujarat,Shri Narendra Modi,2002-12-27,2008-01-17,BJP
389,2003,Gujarat,Shri Narendra Modi,2002-12-27,2008-01-17,BJP
390,2004,Gujarat,Shri Narendra Modi,2002-12-27,2008-01-17,BJP
391,2005,Gujarat,Shri Narendra Modi,2002-12-27,2008-01-17,BJP
392,2006,Gujarat,Shri Narendra Modi,2002-12-27,2008-01-17,BJP
393,2007,Gujarat,Shri Narendra Modi,2002-12-27,2008-01-17,BJP
394,2008,Gujarat,Shri Narendra Modi,2002-12-27,2008-01-17,BJP
395,2008,Gujarat,Shri Narendra Modi,2008-01-18,2013-01-22,BJP
396,2009,Gujarat,Shri Narendra Modi,2008-01-18,2013-01-22,BJP
397,2010,Gujarat,Shri Narendra Modi,2008-01-18,2013-01-22,BJP
398,2011,Gujarat,Shri Narendra Modi,2008-01-18,2013-01-22,BJP
399,2012,Gujarat,Shri Narendra Modi,2008-01-18,2013-01-22,BJP
400,2013,Gujarat,Shri Narendra Modi,2008-01-18,2013-01-22,BJP
401,2013,Gujarat,Shri Narendra Modi,2013-01-23,2014-05-22,BJP
402,2014,Gujarat,Shri Narendra Modi,2013-01-23,2014-05-22,BJP
403,2014,Gujarat,Smt. Anandiben Patel,2014-05-22,2016-07-08,BJP
404,2015,Gujarat,Smt. Anandiben Patel,2014-05-22,2016-07-08,BJP
405,2016,Gujarat,Smt. Anandiben Patel,2014-05-22,2016-07-08,BJP
406,2016,Gujarat,Shri Vijaybhai R. Rupani,2016-07-08,2017-12-21,BJP
407,2017,Gujarat,Shri Vijaybhai R. Rupani,2016-07-08,2017-12-21,BJP
408,2066,Haryana,Shri Bhagwat Dayal Sharma,2066-01-11,2067-10-03,
409,2067,Haryana,Shri Bhagwat Dayal Sharma,2066-01-11,2067-10-03,
410,2067,Haryana,Shri Bhagwat Dayal Sharma,2067-11-03,2067-03-23,
411,2067,Haryana,Rao Birender Singh,2067-03-24,2067-11-20,INC
412,2067,Haryana,President's Rule,2067-11-21,2068-05-22,
413,2068,Haryana,President's Rule,2067-11-21,2068-05-22,
414,1972,Haryana,SHRI BANSI LAL,1972-03-14,1975-11-30,INC
415,1973,Haryana,SHRI BANSI LAL,1972-03-14,1975-11-30,INC
416,1974,Haryana,SHRI BANSI LAL,1972-03-14,1975-11-30,INC
417,1975,Haryana,SHRI BANSI LAL,1972-03-14,1975-11-30,INC
418,1975,Haryana,Shri Banarsi Das Gupta,1975-01-12,1977-04-30,INC
419,1976,Haryana,Shri Banarsi Das Gupta,1975-01-12,1977-04-30,INC
420,1977,Haryana,Shri Banarsi Das Gupta,1975-01-12,1977-04-30,INC
421,1977,Haryana,President's Rule,1977-04-30,1977-06-21,
422,1977,Haryana,Chaudhary Devi Lal,1977-06-21,1979-06-28,JNP
423,1978,Haryana,Chaudhary Devi Lal,1977-06-21,1979-06-28,JNP
424,1979,Haryana,Chaudhary Devi Lal,1977-06-21,1979-06-28,JNP
425,1979,Haryana,Shri Bhajan Lal,1979-06-28,1982-05-23,JNP
426,1980,Haryana,Shri Bhajan Lal,1979-06-28,1982-05-23,JNP
427,1981,Haryana,Shri Bhajan Lal,1979-06-28,1982-05-23,JNP
428,1982,Haryana,Shri Bhajan Lal,1979-06-28,1982-05-23,JNP
429,1982,Haryana,Shri Bhajan Lal,1982-05-23,1986-04-06,INC
430,1983,Haryana,Shri Bhajan Lal,1982-05-23,1986-04-06,INC
431,1984,Haryana,Shri Bhajan Lal,1982-05-23,1986-04-06,INC
432,1985,Haryana,Shri Bhajan Lal,1982-05-23,1986-04-06,INC
433,1986,Haryana,Shri Bhajan Lal,1982-05-23,1986-04-06,INC
434,1986,Haryana,SHRI BANSI LAL,1986-05-06,1987-06-20,INC
435,1987,Haryana,SHRI BANSI LAL,1986-05-06,1987-06-20,INC
436,1987,Haryana,Chaudhary Devi Lal,1987-06-20,1989-02-12,LKD
437,1988,Haryana,Chaudhary Devi Lal,1987-06-20,1989-02-12,LKD
438,1989,Haryana,Chaudhary Devi Lal,1987-06-20,1989-02-12,LKD
439,1989,Haryana,Shri Om Parkash Chautala,1989-02-12,1990-05-22,
440,1990,Haryana,Shri Om Parkash Chautala,1989-02-12,1990-05-22,
441,1990,Haryana,Shri Banarsi Das Gupta,1990-05-23,1990-12-07,LKD
442,1990,Haryana,Shri Om Parkash Chautala,1990-12-07,1990-07-17,
443,1990,Haryana,Shri Hukam Singh,1990-07-17,1991-03-22,LKD
444,1991,Haryana,Shri Hukam Singh,1990-07-17,1991-03-22,LKD
445,1991,Haryana,Shri Om Parkash Chautala,1991-03-22,1991-05-04,LKD
446,1991,Haryana,President's Rule,1991-06-04,1991-06-23,
447,1991,Haryana,Shri Bhajan Lal,1991-06-23,1996-10-05,INC
448,1992,Haryana,Shri Bhajan Lal,1991-06-23,1996-10-05,INC
449,1993,Haryana,Shri Bhajan Lal,1991-06-23,1996-10-05,INC
450,1994,Haryana,Shri Bhajan Lal,1991-06-23,1996-10-05,INC
451,1995,Haryana,Shri Bhajan Lal,1991-06-23,1996-10-05,INC
452,1996,Haryana,Shri Bhajan Lal,1991-06-23,1996-10-05,INC
453,1996,Haryana,SHRI BANSI LAL,1996-11-05,1999-07-21,HVP
454,1997,Haryana,SHRI BANSI LAL,1996-11-05,1999-07-21,HVP
455,1998,Haryana,SHRI BANSI LAL,1996-11-05,1999-07-21,HVP
456,1999,Haryana,SHRI BANSI LAL,1996-11-05,1999-07-21,HVP
457,1999,Haryana,Shri Om Parkash Chautala,1999-07-24,2000-02-03,
458,2000,Haryana,Shri Om Parkash Chautala,1999-07-24,2000-02-03,
459,2000,Haryana,Shri Om Parkash Chautala,2000-02-03,2005-05-03,INLD
460,2001,Haryana,Shri Om Parkash Chautala,2000-02-03,2005-05-03,INLD
461,2002,Haryana,Shri Om Parkash Chautala,2000-02-03,2005-05-03,INLD
462,2003,Haryana,Shri Om Parkash Chautala,2000-02-03,2005-05-03,INLD
463,2004,Haryana,Shri Om Parkash Chautala,2000-02-03,2005-05-03,INLD
464,2005,Haryana,Shri Om Parkash Chautala,2000-02-03,2005-05-03,INLD
465,2005,Haryana,Shri Bhupinder Singh Hooda,2005-05-03,2009-10-25,INC
466,2006,Haryana,Shri Bhupinder Singh Hooda,2005-05-03,2009-10-25,INC
467,2007,Haryana,Shri Bhupinder Singh Hooda,2005-05-03,2009-10-25,INC
468,2008,Haryana,Shri Bhupinder Singh Hooda,2005-05-03,2009-10-25,INC
469,2009,Haryana,Shri Bhupinder Singh Hooda,2005-05-03,2009-10-25,INC
470,2009,Haryana,Shri Bhupinder Singh Hooda,2009-10-25,2014-10-25,INC
471,2010,Haryana,Shri Bhupinder Singh Hooda,2009-10-25,2014-10-25,INC
472,2011,Haryana,Shri Bhupinder Singh Hooda,2009-10-25,2014-10-25,INC
473,2012,Haryana,Shri Bhupinder Singh Hooda,2009-10-25,2014-10-25,INC
474,2013,Haryana,Shri Bhupinder Singh Hooda,2009-10-25,2014-10-25,INC
475,2014,Haryana,Shri Bhupinder Singh Hooda,2009-10-25,2014-10-25,INC
476,2014,Haryana,Shri Manohar Lal Khattar,2014-10-26,2019-10-26,BJP
477,2015,Haryana,Shri Manohar Lal Khattar,2014-10-26,2019-10-26,BJP
478,2016,Haryana,Shri Manohar Lal Khattar,2014-10-26,2019-10-26,BJP
479,2017,Haryana,Shri Manohar Lal Khattar,2014-10-26,2019-10-26,BJP
480,2018,Haryana,Shri Manohar Lal Khattar,2014-10-26,2019-10-26,BJP
481,2019,Haryana,Shri Manohar Lal Khattar,2014-10-26,2019-10-26,BJP
482,2007,Himachal Pradesh,Prem Kumar Dhumal,2007-12-30,2012-12-25,BJP
483,2008,Himachal Pradesh,Prem Kumar Dhumal,2007-12-30,2012-12-25,BJP
484,2009,Himachal Pradesh,Prem Kumar Dhumal,2007-12-30,2012-12-25,BJP
485,2010,Himachal Pradesh,Prem Kumar Dhumal,2007-12-30,2012-12-25,BJP
486,2011,Himachal Pradesh,Prem Kumar Dhumal,2007-12-30,2012-12-25,BJP
487,2012,Himachal Pradesh,Prem Kumar Dhumal,2007-12-30,2012-12-25,BJP
488,2012,Himachal Pradesh,Virbhadra Singh,2012-12-25,2017-12-27,INC
489,2013,Himachal Pradesh,Virbhadra Singh,2012-12-25,2017-12-27,INC
490,2014,Himachal Pradesh,Virbhadra Singh,2012-12-25,2017-12-27,INC
491,2015,Himachal Pradesh,Virbhadra Singh,2012-12-25,2017-12-27,INC
492,2016,Himachal Pradesh,Virbhadra Singh,2012-12-25,2017-12-27,INC
493,2017,Himachal Pradesh,Virbhadra Singh,2012-12-25,2017-12-27,INC
494,2062,Jammu_&_Kashmir,Bakshi Ghulam Mohammad,2062-02-20,2063-12-10,
495,2063,Jammu_&_Kashmir,Bakshi Ghulam Mohammad,2062-02-20,2063-12-10,
496,2063,Jammu_&_Kashmir,Khwaja Shamsuddin,2063-12-10,2064-02-29,
497,2064,Jammu_&_Kashmir,Khwaja Shamsuddin,2063-12-10,2064-02-29,
498,2064,Jammu_&_Kashmir,Ghulam Mohammed Sadiq,2064-02-29,2065-03-30,
499,2065,Jammu_&_Kashmir,Ghulam Mohammed Sadiq,2064-02-29,2065-03-30,
500,2065,Jammu_&_Kashmir,Shri Ghulam Mohammed Sadiq,2065-03-30,2067-02-22,
501,2066,Jammu_&_Kashmir,Shri Ghulam Mohammed Sadiq,2065-03-30,2067-02-22,
502,2067,Jammu_&_Kashmir,Shri Ghulam Mohammed Sadiq,2065-03-30,2067-02-22,
503,1971,Jammu_&_Kashmir,Syed Mir Qasim,1971-12-12,1975-02-25,INC
504,1972,Jammu_&_Kashmir,Syed Mir Qasim,1971-12-12,1975-02-25,INC
505,1973,Jammu_&_Kashmir,Syed Mir Qasim,1971-12-12,1975-02-25,INC
506,1974,Jammu_&_Kashmir,Syed Mir Qasim,1971-12-12,1975-02-25,INC
507,1975,Jammu_&_Kashmir,Syed Mir Qasim,1971-12-12,1975-02-25,INC
508,1975,Jammu_&_Kashmir,Sheikh Mohammad Abdullah,1975-02-25,1977-03-26,
509,1976,Jammu_&_Kashmir,Sheikh Mohammad Abdullah,1975-02-25,1977-03-26,
510,1977,Jammu_&_Kashmir,Sheikh Mohammad Abdullah,1975-02-25,1977-03-26,
511,1977,Jammu_&_Kashmir,Governor's Rule (Lakshmi Kanth Jha),1977-03-26,1977-09-07,
512,1977,Jammu_&_Kashmir,Sheikh Mohammad Abdullah,1977-09-07,1982-08-09,JKN
513,1978,Jammu_&_Kashmir,Sheikh Mohammad Abdullah,1977-09-07,1982-08-09,JKN
514,1979,Jammu_&_Kashmir,Sheikh Mohammad Abdullah,1977-09-07,1982-08-09,JKN
515,1980,Jammu_&_Kashmir,Sheikh Mohammad Abdullah,1977-09-07,1982-08-09,JKN
516,1981,Jammu_&_Kashmir,Sheikh Mohammad Abdullah,1977-09-07,1982-08-09,JKN
517,1982,Jammu_&_Kashmir,Sheikh Mohammad Abdullah,1977-09-07,1982-08-09,JKN
518,1982,Jammu_&_Kashmir,Dr Farooq Abdullah,1982-08-09,1983-04-05,
519,1983,Jammu_&_Kashmir,Dr Farooq Abdullah,1982-08-09,1983-04-05,
520,1983,Jammu_&_Kashmir,Dr Farooq Abdullah,1983-05-05,1984-02-07,
521,1984,Jammu_&_Kashmir,Dr Farooq Abdullah,1983-05-05,1984-02-07,
522,1984,Jammu_&_Kashmir,Shri Ghulam Mohammad Shah,1984-02-07,1986-06-03,
523,1985,Jammu_&_Kashmir,Shri Ghulam Mohammad Shah,1984-02-07,1986-06-03,
524,1986,Jammu_&_Kashmir,Shri Ghulam Mohammad Shah,1984-02-07,1986-06-03,
525,1986,Jammu_&_Kashmir,Governor's Rule (Shri Jagmohan),1986-06-03,1986-07-11,
526,1986,Jammu_&_Kashmir,Dr Farooq Abdullah,1986-07-11,1987-03-24,JKN
527,1987,Jammu_&_Kashmir,Dr Farooq Abdullah,1986-07-11,1987-03-24,JKN
528,1987,Jammu_&_Kashmir,Dr Farooq Abdullah,1987-03-25,1990-01-19,JKN
529,1988,Jammu_&_Kashmir,Dr Farooq Abdullah,1987-03-25,1990-01-19,JKN
530,1989,Jammu_&_Kashmir,Dr Farooq Abdullah,1987-03-25,1990-01-19,JKN
531,1990,Jammu_&_Kashmir,Dr Farooq Abdullah,1987-03-25,1990-01-19,JKN
532,1990,Jammu_&_Kashmir,Governor's Rule (Shri Jagmohan),1990-01-19,1996-09-10,
533,1991,Jammu_&_Kashmir,Governor's Rule (Shri Jagmohan),1990-01-19,1996-09-10,
534,1992,Jammu_&_Kashmir,Governor's Rule (Shri Jagmohan),1990-01-19,1996-09-10,
535,1993,Jammu_&_Kashmir,Governor's Rule (Shri Jagmohan),1990-01-19,1996-09-10,
536,1994,Jammu_&_Kashmir,Governor's Rule (Shri Jagmohan),1990-01-19,1996-09-10,
537,1995,Jammu_&_Kashmir,Governor's Rule (Shri Jagmohan),1990-01-19,1996-09-10,
538,1996,Jammu_&_Kashmir,Governor's Rule (Shri Jagmohan),1990-01-19,1996-09-10,
539,1996,Jammu_&_Kashmir,Dr Farooq Abdullah,1996-09-10,2002-10-18,JKN
540,1997,Jammu_&_Kashmir,Dr Farooq Abdullah,1996-09-10,2002-10-18,JKN
541,1998,Jammu_&_Kashmir,Dr Farooq Abdullah,1996-09-10,2002-10-18,JKN
542,1999,Jammu_&_Kashmir,Dr Farooq Abdullah,1996-09-10,2002-10-18,JKN
543,2000,Jammu_&_Kashmir,Dr Farooq Abdullah,1996-09-10,2002-10-18,JKN
544,2001,Jammu_&_Kashmir,Dr Farooq Abdullah,1996-09-10,2002-10-18,JKN
545,2002,Jammu_&_Kashmir,Dr Farooq Abdullah,1996-09-10,2002-10-18,JKN
546,2002,Jammu_&_Kashmir,Mufti Mohammad Sayeed,2002-02-11,2005-02-11,JKPDP
547,2003,Jammu_&_Kashmir,Mufti Mohammad Sayeed,2002-02-11,2005-02-11,JKPDP
548,2004,Jammu_&_Kashmir,Mufti Mohammad Sayeed,2002-02-11,2005-02-11,JKPDP
549,2005,Jammu_&_Kashmir,Mufti Mohammad Sayeed,2002-02-11,2005-02-11,JKPDP
550,2005,Jammu_&_Kashmir,Shri Ghulam Nabi Azad,2005-02-11,2008-11-07,
551,2006,Jammu_&_Kashmir,Shri Ghulam Nabi Azad,2005-02-11,2008-11-07,
552,2007,Jammu_&_Kashmir,Shri Ghulam Nabi Azad,2005-02-11,2008-11-07,
553,2008,Jammu_&_Kashmir,Shri Ghulam Nabi Azad,2005-02-11,2008-11-07,
554,2008,Jammu_&_Kashmir,Governor's Rule (Shri N N Vora),2008-11-07,2009-05-01,
555,2009,Jammu_&_Kashmir,Governor's Rule (Shri N N Vora),2008-11-07,2009-05-01,
556,2009,Jammu_&_Kashmir,Shri Omar Abdullah,2009-05-01,2015-08-01,JKN
557,2010,Jammu_&_Kashmir,Shri Omar Abdullah,2009-05-01,2015-08-01,JKN
558,2011,Jammu_&_Kashmir,Shri Omar Abdullah,2009-05-01,2015-08-01,JKN
559,2012,Jammu_&_Kashmir,Shri Omar Abdullah,2009-05-01,2015-08-01,JKN
560,2013,Jammu_&_Kashmir,Shri Omar Abdullah,2009-05-01,2015-08-01,JKN
561,2014,Jammu_&_Kashmir,Shri Omar Abdullah,2009-05-01,2015-08-01,JKN
562,2015,Jammu_&_Kashmir,Shri Omar Abdullah,2009-05-01,2015-08-01,JKN
563,2015,Jammu_&_Kashmir,Mufti Mohammad Sayeed 0,2015-03-03,2016-07-01,JKPDP
564,2016,Jammu_&_Kashmir,Mufti Mohammad Sayeed 0,2015-03-03,2016-07-01,JKPDP
565,2016,Jammu_&_Kashmir,Governor's Rule (Shri N N Vora),2016-08-01,2016-03-04,
566,2016,Jammu_&_Kashmir,Ms Mehbooba Mufti,2016-04-04,2018-06-19,JPDP
567,2017,Jammu_&_Kashmir,Ms Mehbooba Mufti,2016-04-04,2018-06-19,JPDP
568,2018,Jammu_&_Kashmir,Ms Mehbooba Mufti,2016-04-04,2018-06-19,JPDP
569,2018,Jammu_&_Kashmir,Governor's Rule (Shri Satya Pal Malik),2018-08-23,2019-10-31,
570,2019,Jammu_&_Kashmir,Governor's Rule (Shri Satya Pal Malik),2018-08-23,2019-10-31,
571,2019,Jammu_&_Kashmir,Lt. Governor's Rule (Shri Girish Chandra Murmu),2019-10-31,2020-05-08,
572,2020,Jammu_&_Kashmir,Lt. Governor's Rule (Shri Girish Chandra Murmu),2019-10-31,2020-05-08,
573,2009,Jharkhand,Shibu Soren,2009-12-30,2010-01-06,JMM
574,2010,Jharkhand,Shibu Soren,2009-12-30,2010-01-06,JMM
575,2010,Jharkhand,Arjun Munda,2010-11-09,2013-01-18,BJP
576,2011,Jharkhand,Arjun Munda,2010-11-09,2013-01-18,BJP
577,2012,Jharkhand,Arjun Munda,2010-11-09,2013-01-18,BJP
578,2013,Jharkhand,Arjun Munda,2010-11-09,2013-01-18,BJP
579,2013,Jharkhand,Hemant Soren,2013-07-13,2014-12-28,JMM
580,2014,Jharkhand,Hemant Soren,2013-07-13,2014-12-28,JMM
581,2014,Jharkhand,Raghubar Das,2014-12-28,2019-12-29,BJP
582,2015,Jharkhand,Raghubar Das,2014-12-28,2019-12-29,BJP
583,2016,Jharkhand,Raghubar Das,2014-12-28,2019-12-29,BJP
584,2017,Jharkhand,Raghubar Das,2014-12-28,2019-12-29,BJP
585,2018,Jharkhand,Raghubar Das,2014-12-28,2019-12-29,BJP
586,2019,Jharkhand,Raghubar Das,2014-12-28,2019-12-29,BJP
587,2062,Karnataka,Sri S.R.KANTHI,2062-03-14,2062-06-20,
588,2062,Karnataka,Sri S.NIJALINGAPPA,2062-06-21,2067-03-14,
589,2063,Karnataka,Sri S.NIJALINGAPPA,2062-06-21,2067-03-14,
590,2064,Karnataka,Sri S.NIJALINGAPPA,2062-06-21,2067-03-14,
591,2065,Karnataka,Sri S.NIJALINGAPPA,2062-06-21,2067-03-14,
592,2066,Karnataka,Sri S.NIJALINGAPPA,2062-06-21,2067-03-14,
593,2067,Karnataka,Sri S.NIJALINGAPPA,2062-06-21,2067-03-14,
594,2067,Karnataka,Sri S.NIJALINGAPPA,2067-03-15,2068-05-28,
595,2068,Karnataka,Sri S.NIJALINGAPPA,2067-03-15,2068-05-28,
596,1971,Karnataka,President's Rule,1971-03-19,1972-03-20,
597,1972,Karnataka,President's Rule,1971-03-19,1972-03-20,
598,1972,Karnataka,Sri D.DEVRAJ URS,1972-03-20,1977-12-31,
599,1973,Karnataka,Sri D.DEVRAJ URS,1972-03-20,1977-12-31,
600,1974,Karnataka,Sri D.DEVRAJ URS,1972-03-20,1977-12-31,
601,1975,Karnataka,Sri D.DEVRAJ URS,1972-03-20,1977-12-31,
602,1976,Karnataka,Sri D.DEVRAJ URS,1972-03-20,1977-12-31,
603,1977,Karnataka,Sri D.DEVRAJ URS,1972-03-20,1977-12-31,
604,1977,Karnataka,President's Rule,1977-12-31,1978-02-28,
605,1978,Karnataka,President's Rule,1977-12-31,1978-02-28,
606,1978,Karnataka,Sri D.DEVARAJ URS,1978-02-28,1980-07-01,INC(I)
607,1979,Karnataka,Sri D.DEVARAJ URS,1978-02-28,1980-07-01,INC(I)
608,1980,Karnataka,Sri D.DEVARAJ URS,1978-02-28,1980-07-01,INC(I)
609,1980,Karnataka,Sri R.GUNDU RAO,1980-12-01,1983-06-01,INC(I)
610,1981,Karnataka,Sri R.GUNDU RAO,1980-12-01,1983-06-01,INC(I)
611,1982,Karnataka,Sri R.GUNDU RAO,1980-12-01,1983-06-01,INC(I)
612,1983,Karnataka,Sri R.GUNDU RAO,1980-12-01,1983-06-01,INC(I)
613,1983,Karnataka,Sri RAMAKRISHNA HEGDE,1983-10-01,1983-07-23,JNP
614,1983,Karnataka,Sri RAMAKRISHNA HEGDE,1983-07-24,1984-12-29,INC
615,1984,Karnataka,Sri RAMAKRISHNA HEGDE,1983-07-24,1984-12-29,INC
616,1985,Karnataka,Sri RAMAKRISHNA HEGDE,1985-08-03,1986-02-13,JNP
617,1986,Karnataka,Sri RAMAKRISHNA HEGDE,1985-08-03,1986-02-13,JNP
618,1986,Karnataka,Sri RAMAKRISHNA HEGDE,1986-02-16,1988-10-08,JNP
619,1987,Karnataka,Sri RAMAKRISHNA HEGDE,1986-02-16,1988-10-08,JNP
620,1988,Karnataka,Sri RAMAKRISHNA HEGDE,1986-02-16,1988-10-08,JNP
621,1988,Karnataka,Sri S.R.BOMMAI,1988-08-13,1989-04-21,JNP
622,1989,Karnataka,Sri S.R.BOMMAI,1988-08-13,1989-04-21,JNP
623,1989,Karnataka,President's Rule,1989-04-21,1989-11-30,
624,1989,Karnataka,Sri VEERENDRA PATIL,1989-11-30,1990-10-10,INC
625,1990,Karnataka,Sri VEERENDRA PATIL,1989-11-30,1990-10-10,INC
626,1990,Karnataka,President's Rule,1990-10-10,1990-10-17,
627,1990,Karnataka,Sri S.BANGARAPPA,1990-10-17,1992-11-19,INC
628,1991,Karnataka,Sri S.BANGARAPPA,1990-10-17,1992-11-19,INC
629,1992,Karnataka,Sri S.BANGARAPPA,1990-10-17,1992-11-19,INC
630,1992,Karnataka,Sri VEERAPPA MOILY,1992-11-19,1994-11-12,INC
631,1993,Karnataka,Sri VEERAPPA MOILY,1992-11-19,1994-11-12,INC
632,1994,Karnataka,Sri VEERAPPA MOILY,1992-11-19,1994-11-12,INC
633,1994,Karnataka,Sri H.D.DEVEGOWDA,1994-11-12,1996-05-31,JD
634,1995,Karnataka,Sri H.D.DEVEGOWDA,1994-11-12,1996-05-31,JD
635,1996,Karnataka,Sri H.D.DEVEGOWDA,1994-11-12,1996-05-31,JD
636,1996,Karnataka,Sri J.H.PATEL,1996-05-31,1999-07-10,JD
637,1997,Karnataka,Sri J.H.PATEL,1996-05-31,1999-07-10,JD
638,1998,Karnataka,Sri J.H.PATEL,1996-05-31,1999-07-10,JD
639,1999,Karnataka,Sri J.H.PATEL,1996-05-31,1999-07-10,JD
640,1999,Karnataka,Sri S.M.KRISHNA,1999-11-10,2004-05-28,INC
641,2000,Karnataka,Sri S.M.KRISHNA,1999-11-10,2004-05-28,INC
642,2001,Karnataka,Sri S.M.KRISHNA,1999-11-10,2004-05-28,INC
643,2002,Karnataka,Sri S.M.KRISHNA,1999-11-10,2004-05-28,INC
644,2003,Karnataka,Sri S.M.KRISHNA,1999-11-10,2004-05-28,INC
645,2004,Karnataka,Sri S.M.KRISHNA,1999-11-10,2004-05-28,INC
646,2004,Karnataka,Sri DHARAM SINGH,2004-05-28,2006-02-02,INC
647,2005,Karnataka,Sri DHARAM SINGH,2004-05-28,2006-02-02,INC
648,2006,Karnataka,Sri DHARAM SINGH,2004-05-28,2006-02-02,INC
